,image_id,question,answer
7582,447204,Whic type of wood is used to make the cupboards shown in this photo?,pine
7583,214373,What type of phone is being used to take a picture?,iphone
7584,98276,Is the food sweet or savory?,sweet
7585,501435,Are the lights on or off?,on
7586,180168,What is usually around this animal's neck?,bell
7587,36388,What kind of plane is this?,jet
7588,39016,What could have caused the hole in the fence?,tree
7589,332,The vegetable that garnishes this dish is nutritious for what body part?,eye
7590,322670,Penalty for what?,honk
7591,514295,What is probably in the glass?,wine
7592,64244,Is this a lake or ocean?,lake
7593,257414,How might a vehicle like this be powered other than electrically?,steam
7594,436302,Where is the man sitting?,garden
7595,357415,What is pulling this wakeboarder?,boat
7596,398285,What kind of animals roaming around in the picture?,dog
7597,45558,What type of dessert is this?,pie
7598,174712,Where does the flying object take off from?,airport
7599,216119,What material are these toys produced out of?,paper
7600,461018,What brand of computer is on the desk?,dell
7601,240543,What kind of skateboard trick is this?,ollie
7602,120032,What do you do when you see this sign?,stop
7603,355389,What breed is this puppy?,beagle
7604,395491,What american classic food is pictured here?,hotdog
7605,203538,What type of drink is in the glass?,orange juice
7606,144703,What is being celebrated?,birthday
7607,484973,What is this animal's popular characteristic?,long neck
7608,535042,What device shown is used to do an ollie?,skateboard
7609,553067,What type of body of water is shown?,lake
7610,85798,How did the plate with the pizza on it obtain its deep blue coloring?,paint
7611,296760,What brand is this cover?,target
7612,531812,What healthy vegetable is in this picture?,tomato
7613,431194,Why would it be pointless to offer these animals red meat?,plant eater
7614,530762,What is this orange object good for?,eye
7615,102471,What trick is this skateboarder doing?,olie
7616,120703,What is the dog doing?,catch
7617,552291,What do these hanging objects keep out usually?,sun
7618,431825,On average how many pounds of food do animals of this type eat per week?,75
7619,424669,Who owns the booth?,adobe
7620,380070,How big is the bed?,king
7621,437355,Name the aircraft model shown in this picture?,boeing 737
7622,543276,What musical instrument is on the left?,guitar
7623,216432,What type of pizza is this slice?,supreme
7624,175021,Are these animals carnivores or herbivore?,herbivore
7625,92445,What kind of bird?,hummingbird
7626,450584,From what outdoor area of a house would you gather these?,garden
7627,301855,Are these travelers going home or going on an adventure?,adventure
7628,238018,What ingredients were used for this dessert?,chocolate
7629,464330,Where did this style of portable tv come from?,sony
7630,555683,What famous sisters play this sport?,williams
7631,219756,What city is replacing these the fastest?,new york
7632,143453,What was the rod in the boy's hand used for?,hike
7633,116223,What kind of cookies are these?,chocolate chip
7634,343799,What song would people sing on this occasion?,happy birthday
7635,346817,What is the state of the business on the left?,open
7636,2093,Where would you likely need to have supply stations like this one?,office
7637,67355,What type of place is this?,farm
7638,166864,What part of this image is most likely to have been designed by a civil engineer?,bridge
7639,347235,How can the signs be helpful?,direct
7640,543549,Name the place shown in this picture where the train is crossing?,forest
7641,330451,What kind of food is this?,pizza
7642,24107,About what time of the day is this?,noon
7643,127495,What is this room used for?,cook
7644,254003,What are they eating?,leaf
7645,542060,Where are the eating out of the same bowl?,kitchen
7646,214733,How are the cucumbers chopped?,knife
7647,192090,What is this skateboarding trick called?,grind
7648,254774,What is this person performing?,trick
7649,399236,What motor powers this bus?,diesel
7650,169249,When would a person do this?,night
7651,535369,What dairy products are in cake?,milk
7652,431816,What do these animals eat?,mice
7653,294608,Where does this bird originate from?,alaska
7654,132412,Were these vehicles built before or after 1950?,after
7655,356060,What should you do before doing this?,look
7656,178418,What type of bus is that?,double decker
7657,175193,What languages are the signs are in?,chinese
7658,126129,What type of steak is this?,sirloin
7659,18244,How did they make these?,bake
7660,206934,Who wrote those?,graffiti
7661,222917,What kitchen appliance is she reaching into?,oven
7662,358158,What appliance the device shown control?,tv
7663,330139,What is considered to be the main predator for this animal?,lion
7664,379940,What happened to the players bat?,broke
7665,134306,What does this animal produce that people use?,wool
7666,122017,What type of cheese is used in this food?,mozzarella
7667,394547,What era was this picture taken?,black and white
7668,366049,What do you use this for?,coffee
7669,45741,What should you never cross for bad luck?,black cat
7670,435224,Describe this picture in one word?,ocean
7671,152915,What type of event is the snowboarder competing in?,olympics
7672,501999,Is this a passenger train or freight train?,freight
7673,92729,Which type of glass is used for making this flower vase shown in this picture?,green
7674,49331,What color is the vanity?,black
7675,494341,What is one thing the person pictured would have to change in order to accomplish a task on the computer in her lap?,turn it on
7676,219590,Which item depicted here is also associated with lattes?,whipped cream
7677,537782,What are the objects on?,table
7678,226983,What time of year is this sport traditionally played?,summer
7679,532062,What causes the sking pigment of the girl in the blue shirt to be so dark?,melanin
7680,283484,What might these animals provide?,milk
7681,369217,What would this table be used for?,eat
7682,571157,What are they drinking with the pizza?,beer
7683,42750,What type of man made structure meant for cars features similar striping?,road
7684,336489,What kind of structure is that?,tent
7685,79606,Is this a river creek stream or lake?,river
7686,372172,Which cuisine is the green vegetable associated with?,japanese
7687,403351,Why are these animals kept on farms?,wool
7688,240129,How big is the ocean?,very big
7689,425175,What is the likely location?,restaurant
7690,539099,Who is most known for doing this act?,tony hawk
7691,383888,What vegetables are present in this photo?,carrot califlower
7692,72715,What might be in the drawers of this picture?,utensil
7693,320838,What is the proper equipment for this vehicle?,helmet
7694,479647,How many people is this arrangement best suited for?,1
7695,223451,Who is world number one female in this sport?,serena williams
7696,435777,What type of plane is this?,jet
7697,38204,What kind of plant is next to the sheets?,house
7698,491879,What is this man doing to the surfboard?,wax
7699,310156,What event is taking place here?,rodeo
7700,79471,What age child would play with this toy?,3
7701,29755,How much water does this require to grow?,gallon
7702,9127,The objects pictured would most likely store what type of plant?,flower
7703,94984,If there is a high chair what type of person would use it?,baby
7704,185681,What is this woman about to do?,snowboard
7705,404899,What is the best color is best for keeping in heat?,black
7706,292356,What sound does this animal make?,neigh
7707,59262,What is the main goal of the game he is playing?,hit ball
7708,169499,If the lights on the back of this object turn red what does it indicate?,brake
7709,15952,What time of day is it in this picture?,night
7710,301194,How high can this kite fly?,300 feet
7711,490356,What companies sell the device in this photo?,motorola
7712,518355,Name the material used to make this board in this picture?,cardboard
7713,170874,What time of day is it?,sunset
7714,377055,When a person wears a purse or bag in this way what is it called?,crossbody
7715,11485,What size bed is this?,queen
7716,293819,What is the man using?,ski
7717,135984,What other sport is closely related to the one shown?,snowboard
7718,226442,What ethnicity are the people in this photo?,asian
7719,365573,Which brand of cycles are seen in this picture?,huffy
7720,197851,The vehicle pictured is good for what kind of transportation?,public
7721,568249,In which location are the animals grazing?,field
7722,141153,Who likely flew a similar device in lightning storms?,benjamin franklin
7723,521894,How many jets does this airplane have?,3
7724,581351,What size bed is this?,king
7725,216324,Which brand of shoes are weared by the sports person in this picture?,nike
7726,252382,What type of food does this animal eat?,fish
7727,478032,What type of truck do they call the large boxed truck in the photo?,semi
7728,322749,What types of vegetables do you see?,broccoli
7729,79912,What type of dog is in this picture?,golden retriever
7730,405800,What part of town are we located?,downtown
7731,12614,What type of attire is this?,business
7732,27105,What kind of seat?,bench
7733,343999,What type of light bulb is in the lamp?,led
7734,378720,What part of the house are they in?,kitchen
7735,406753,In what country would you see a meal like this?,china
7736,455081,What does this object do?,cook
7737,341061,Is this a good place to relax or to shop?,shop
7738,474049,What kinds of activities could you do in this room?,play video game
7739,434097,What is this piece of furniture used for?,sit
7740,471589,Its a bird its a blank?,plane
7741,167180,When would i want this?,lunch
7742,296462,What should you wear with this vehicle?,helmet
7743,520980,What is a staple of the diet of these animals?,fish
7744,210353,Does the dog have long or short hair?,long
7745,13274,What type of industry would use this truck?,construction
7746,283666,What children's movie does this picture remind you of?,black stallion
7747,220053,What superstition is known about the black cat in the image?,bad luck
7748,41056,What is this baby dressed as?,lion
7749,344894,What is this park bench famous for?,sit
7750,332692,What species of bear is shown in this picture?,brown
7751,460995,What is the floating vest constructed from?,foam
7752,125689,From what animal does this meat come from?,pig
7753,447863,What organization are some of these kids wearing the uniform for?,boy scout
7754,407770,What video game system are these two people playing with?,wi
7755,236267,What decade is depicted in the image?,1950's
7756,157804,What time period was this taken during?,1800s
7757,7781,What animal is pictured?,cat
7758,413713,How many players are usually on a team for the sport?,9
7759,371927,What are these items used for?,computer
7760,5756,Why will the people probably not get sunburned?,it rain
7761,61215,The lunch lady in the movie billy madison says she made this dish a certain way for the students?,sloppy
7762,202855,What is the lady expressing at this picnic?,surprise
7763,52094,What is this type of ball made of?,rubber
7764,408528,What is the woman selling?,smoothies
7765,288853,What emotion is this person feeling?,anger
7766,330187,The ice skating usedby the boy is of which metal?,aluminum
7767,550104,How high does this plane fly?,30000 feet
7768,450551,How tall are these giraffes?,20 feet
7769,221665,What season is this?,winter
7770,138435,What type of building does this kitchen belong in?,office
7771,440057,What cartoon character does this cat resemble?,garfield
7772,340119,What time of the day was this picture taken?,morn
7773,18938,Which object is the biggest parenting hazzard?,fireplace
7774,307069,What mountain range is pictured in this image?,virginia
7775,54295,What position is the man in green playing?,referee
7776,526079,What liquid makes the vehicle in the picture move?,gasoline
7777,543814,What are these weapons used for?,cut
7778,229494,What kind of haircut does this girl have?,bob
7779,536607,What is this guy pretending to be?,pirate
7780,328571,What flavor is the desert?,chocolate
7781,461644,What do they call those carts?,ski lift
7782,315813,What is this white container being used for?,storage
7783,136202,What are the rainbow colored items in the lawn called?,windmill
7784,563123,What activity is taking place?,skateboard
7785,242501,What brand of snowboard is the man using?,burton
7786,544046,What is the name of that toy in the background?,ring
7787,335802,What material makes up this court's surface?,asphalt
7788,132874,How are onions cut?,with knife
7789,256236,What type of serve is being performed?,backhand
7790,576653,What is the white part of this water called?,foam
7791,498297,What are these animals used for?,cloth
7792,212941,What type of car is the white vehicle?,mercedes
7793,291207,What type of leavening does the bread use?,yeast
7794,512918,What show is named after this animal?,my little pony
7795,282900,Who is on this money?,queen elizabeth
7796,564475,What kind of building is at the far left of this picture?,church
7797,458802,What flower is this?,rose
7798,488060,What chemical should be used to clean this wall?,bleach
7799,448220,What kind of truck is in the front?,tow
7800,538846,What kind pizza is this?,vegetarian
7801,155373,What geographic feature is shown?,ocean
7802,147591,What dish is being prepared?,pie
7803,95951,Name the material carried by the man?,surfboard
7804,144832,How is the object in the background floating?,kite
7805,321964,How much can they eat in a day?,lot
7806,115355,What religion worships this animal?,hindu
7807,374490,Where was this photo taken?,street
7808,544778,Name the type of animal in this picture?,dog
7809,263462,What did this man just swing at?,ball
7810,59515,What needed repair in this room?,toilet
7811,253890,What vitamin do these fruit give?,c
7812,203599,What is the ball made of?,rubber
7813,354070,What fruit is this beverage made from?,grape
7814,127945,Where is the fastest one of these in the world?,china
7815,535777,This guy is skate boarding in front of what city building?,court house
7816,4239,Which season do you find this weather?,winter
7817,473491,What drink is this?,coffee
7818,397735,What's the main ingredient in this dish?,pasta
7819,467769,What are the green objects in this photo used for?,sit
7820,510859,Where is this restaurant located?,asia
7821,489735,What material is the object made of that the toast is laying on?,paper
7822,55879,What are these horses doing?,plow
7823,50658,What is the purpose of this channel?,travel
7824,533424,What would be strapped to this animal to transport humans?,saddle
7825,210189,Who is this man?,actor
7826,100312,What is the brown brick building being used for?,church
7827,127418,What is the function of the black area in the middle of the item next to the keyboard?,scroll
7828,226326,What name is on the side of the double decker bus?,simonds
7829,392115,How many passengers does the vehicle in the picture seat at maximum?,200
7830,151954,What is a single hanging light fixture called?,chandelier
7831,277998,What kind of person could eat this meal?,hungry
7832,517095,Who is guiding the horseback chariot?,coachman
7833,458705,This animal is most common in which continent?,north america
7834,340903,What type of transportation is this?,bus
7835,437435,Name the type of ceramic used to make this toilet shown in this picture?,porcelain
7836,432742,What seems to be the occasion for the event?,retirement
7837,153142,What do the colors on the boards represent?,country
7838,85171,What model of computer is this?,laptop
7839,282473,What is the woman holding in her left hand?,tennis racket
7840,105470,What religion does this family belong to?,christian
7841,213674,What is the court made of in this photo?,clay
7842,541203,What is the fire hydrate doing?,leak
7843,544731,What is the brown item the man has on his shoulders?,bag
7844,469355,What should this person be wearing for safety?,helmet
7845,343319,When the orange items on the trees fall some people like to save them by pressing them into what?,book
7846,55872,What team hat is he wearing?,yankees
7847,574720,Where was this photo taken?,forest
7848,459310,How nutritious is this meal?,very
7849,125117,What is the red and blue object in the photo used for?,fire hydrant
7850,333509,Name this type of four letter animal?,bird
7851,308073,What breed is this bird?,seagull
7852,381216,What time of year is it?,fall
7853,568098,What animal do these come from?,pig
7854,172371,What type of shapes are on the quilt?,checkerboard
7855,146510,What is the temperature like?,cool
7856,306798,What kind of donuts are these?,glazed
7857,566765,How many of this animal are in the us?,85.8 million
7858,475425,What vegetable are those burger toppings made from?,cucumber
7859,158485,What does the sign indicate?,roundabout
7860,401071,What does this scene have in common with the fifties movie star annette funicello?,beach
7861,215569,What type of wine is in these womens glasses?,white wine
7862,78290,How many people are killed annually in the us while doing this sport?,10
7863,543303,What does this animal eat?,plant
7864,498354,What female garment is also a part of this animal's name?,bra
7865,231280,What is the rock made of?,granite
7866,330727,What material is the sign made out of?,metal
7867,97363,What does the sign want you to do?,stop
7868,142561,What does the sign say?,western ave
7869,144620,How old are these people?,70
7870,52813,What is the person doing in this photo?,serve
7871,45086,When was the object the person is wearing on their feet first produced in the united states?,1700
7872,60172,What are the ingredients for the dish?,vegetable
7873,292921,Why does the shower not have a see through door?,privacy
7874,334251,What can you do in this room?,sit
7875,479620,When people are forced to walk they often say they are doing what which is a term which sounds like this animal's feet?,hoof it
7876,377331,What food are these people endorsing?,hotdogs
7877,503150,What material causes those goggles to be reflective?,mirrored
7878,185667,What time of day is it?,dusk
7879,221746,Is this for hauling or for passengers?,passenger
7880,187976,What is the name of the famous horse racing track?,kentucky derby
7881,151741,Can you tell me the kind of tree shown in this photo?,oak
7882,334845,What is the name of this meal?,nacho
7883,39777,How many base are in this sport?,4
7884,416924,What animal family do these belong to?,zebra
7885,66351,Art or vandalism?,vandalism
7886,283294,What is the man doing?,work
7887,380557,What are these animals tusks made of?,ivory
7888,469431,By what mode of transportation are the figures going to descend the mountain?,snowboard
7889,443592,Tell me the name of the skating used by the boy?,skateboard
7890,144,What color tongue do these animals have?,black
7891,457656,Is it hot or cold in this image?,cold
7892,1558,The sandwich in the corner has a bread associated with what cosmopolitan city?,paris
7893,80283,What is this item designed to carry?,people
7894,572243,What breed of dog is this?,terrier
7895,154637,What is this decoration for?,christmas
7896,496444,Where are the men standing?,outside
7897,425628,What gender is the person holding the toddler?,female
7898,142510,Who invented the traffic device pictured here?,garrett morgan
7899,301602,What type of occupation do these men hold?,police
7900,74328,On which continents do these trees grow?,north america
7901,491381,What holiday will the dishes celebrate?,thanksgiving
7902,351250,What casino game does this clock resemble?,roulette
7903,512569,What country produces the most fruit used as a topping in this picture?,united state
7904,253796,What type of trees are on the right in the foreground?,palm
7905,354897,What kind of food goes with this vegetables?,steak
7906,410887,What might people do in this area in the middle of the day?,eat
7907,575918,How do these plants improve the quality of our air?,photosynthesis
7908,44544,Name the place where these elephant is standing in this picture?,zoo
7909,134755,What fruit is shown in the picture?,grape
7910,219687,What type of room is this?,live
7911,125266,What type of place is this?,city
7912,476585,What kind of bed is pictured?,4 poster
7913,414571,Do you think this is a meal at a restaurant or at home?,restaurant
7914,41808,What type of plane is this?,passenger
7915,430771,Is this thier hobby or profession?,profession
7916,265100,How long does it take for this animal to reach adulthood?,4 years
7917,16113,Should i continue straight or merge right?,merge right
7918,92879,How many wheels does the device being carried typically have?,2
7919,39141,What season is the picture?,spring
7920,446303,Would you eat this for breakfast or for a snack?,breakfast
7921,58834,Is this the living room or dining room?,dine room
7922,324450,Name the ingredients used for preparing this dish?,carrot
7923,108101,What comes before vista?,buena
7924,341270,Aww what kind of cat is that?,tabby
7925,205323,What is the person that operates this called?,pilot
7926,402219,What color is the rolling suitcase?,red
7927,409740,What time of day is it?,afternoon
7928,146171,Is that a tv or a computer?,tv
7929,275793,How many times should you do this in a day?,twice
7930,244875,What food do these animals eat?,cat food
7931,321140,What natural feature of space is seen as this colour?,sun
7932,490400,What were those ceiling fan blades made to resemble?,propeller
7933,142767,What type of meal are they eating?,dinner
7934,38532,Of what is the sidewalk made?,concrete
7935,41645,What is going to be cooked in the pot?,carrot
7936,84956,Is the animal on the beach male or female?,male
7937,65586,How much effort went into making this scene?,lot
7938,479068,What are the colorful umbrellas out for?,shade
7939,83527,Chemically what kind of water is in the picture?,salt
7940,475812,What kind of cake is this?,birthday
7941,210259,What game do lots of dogs like to play?,fetch
7942,478007,In which room is this photo taken at?,bathroom
7943,147960,What safety equipment is the rider missing?,elbow pad
7944,305577,What object is used for traveling?,motorcycle
7945,140008,Why did they create these mirrors for these yellow vehicles?,safety
7946,92753,Who determines whether a baseball player is out at base?,umpire
7947,368577,How old is the child in this photograph?,2
7948,114886,What is the name of the board on the left?,surfboard
7949,560786,What type of aircraft is pictured?,fighter jet
7950,471473,What is the termperature like?,warm
7951,525932,What kind of bear is this?,grizzly
7952,208000,Which hairstyle is this women doing?,blowout
7953,389654,What geometric shape is this?,circle
7954,80495,What types of fruits are there?,apple
7955,231996,Is this a meal or snack?,meal
7956,250880,What is this vehicle used for?,fly
7957,361392,Which two primary colors are featured in this picture?,red and green
7958,100781,The number on this clock face are known as what type of numerals?,roman
7959,580257,What model of camera is being used?,kodak
7960,218846,What vitamins do you get from these vegetables?,vitamin
7961,380138,When would i use this?,dinner
7962,379433,When do you eat this course in a five course meal?,first
7963,378621,How do you score in this game?,catch frisbee
7964,106832,What type of drink is probably in the glass?,orange juice
7965,11147,When would you want this?,lunch
7966,21811,Who invented the vehicles shown here?,blaise pascal
7967,258488,What even is this?,wed
7968,100449,Is the animal shown a mammal or a reptile?,mammal
7969,398382,What type of place is this?,city
7970,42209,What profession do these men have?,chef
7971,73327,What type of airplane is in this picture?,biplane
7972,103089,What is the white line for?,safety
7973,208919,What ingredients are used in the topping?,berry
7974,388885,How many pounds of thrust is required for this plane to take off from the water?,100
7975,139397,What company makes the car in the background?,volvo
7976,529827,Where could you borrow the object on the bed from?,library
7977,127296,What kind of formal wear are the men wearing?,suit
7978,74885,How much memory does this laptop come with?,8gb
7979,129758,What is the black suit this man is wearing made out of?,neoprene
7980,422452,Which room is this?,kitchen
7981,407967,What substance was used to create this painting?,oil
7982,97057,What type of vegetable is she holding?,broccoli
7983,76160,Which insect does this plane look like?,bee
7984,541182,How was this cooked?,steamed
7985,572251,What is in that background of this picture?,cloud
7986,190455,How cold is the temperature?,freeze
7987,548834,What brand of clothing does the person in the ski gears wearing?,columbia
7988,14844,What kind of day is it?,clear
7989,390884,How is this dish prepared?,stove top
7990,361603,What language is on the sign?,english
7991,523988,How many people aboard?,20
7992,565663,Which popular fairy tale does this image remind you of?,sleep beauty
7993,58172,What vegetable here is mainly flowers?,broccoli
7994,483769,What type of function is going on?,party
7995,552990,What model of tv is this?,flatscreen
7996,185818,What is on the mans face?,glass
7997,305709,Why is this person cooking?,hungry
7998,173777,When might i want this?,lunch
7999,570588,What do you call the driver of a vehicle like this?,engineer
8000,359746,Why do these shirts have numbers?,identification
8001,84283,What is this kit used for?,sew
8002,75883,What are these animals used for?,food
8003,542316,What is the name of the trick this boy is doing?,kick flip
8004,485002,What is the mood of the women?,happy
8005,253285,What powerful objects are used to help this vehicle move?,engine
8006,38840,What style of hat is being worn by the man in the foreground?,beanie
8007,149085,What type of day is it?,windy
8008,36278,What is the material of the appliances?,stainless steel
8009,502362,What is the time of day in this picture?,sunset
8010,166599,Who won the gold medal in women's slalom skiing at the 2018 winter olympics?,frida hansdotter
8011,142322,Who would want this?,child
8012,122597,What toys are this?,teddy bear
8013,245105,Why was this species hunted?,tusk
8014,84314,Is this a bakery or chinese restaurant?,bakery
8015,347858,Why are these animals in the field?,graze
8016,252567,Who is the leading player of this sport?,babe ruth
8017,71138,What is one reason people might wear this type of head covering?,religion
8018,446126,What are the fat grams on the green item?,21
8019,1168,Of what airplane is this a model?,biplane
8020,467738,What kind of stroke is this woman about to use?,forehand
8021,248471,What fuel makes this vehicle move?,electricity
8022,346547,How many plants are there?,5
8023,40890,What was the first year a human successfully traveled on one of these?,1903
8024,551418,What are these men?,pilot
8025,215858,What level skiier is this?,beginner
8026,425480,What language is that written in yellow?,chinese
8027,549532,Where was this motorcycle manufactured?,japan
8028,306113,What is the flavor of the liquid in this jar?,caramel
8029,173279,What predator do these animals look out for?,lion
8030,518433,Can these vehicles become safely airborne or are they ground based?,ground based
8031,192843,What type of cow is that?,angus
8032,436406,It appears a giant what is trying to board the bus?,rat
8033,168475,What airport is this?,jfk
8034,400619,What is this room used for?,bath
8035,309437,What that a mountain or a volcano in the horizon?,mountain
8036,228329,Is this a wedding or birthday?,wed
8037,503541,Where would you take these?,vacation
8038,465940,What is this person inside of?,bus
8039,403830,How is this water vehicle powered?,motor
8040,460598,What is the weather?,rainy
8041,383918,What type of skiing are the people participating in?,downhill
8042,362751,What materials were used to make the fake mouse and keyboard?,clay
8043,371021,What motorcycle brand is this?,honda
8044,479452,Who is speaking in this photo?,obama
8045,315972,What country invented this food?,germany
8046,512892,What are they attempting to make?,cupcake
8047,103877,Does that cat seem content or agitated?,content
8048,533454,Who is famous for playing this sport?,serena williams
8049,449778,When do the flowers on these trees blossom?,spring
8050,569697,What kind of planes are these?,steel
8051,373415,Does this person have flip flops or high heels with her?,flip flop
8052,102899,What city is this?,new york
8053,107886,What kind of cream is on the cake?,whipped
8054,28276,What is the complimentary color to the dog's outfit?,blue
8055,16009,What part of the body do you wear the rightmost objects on?,neck
8056,201698,What is this animal known for having the longest of?,neck
8057,356344,What is the waist measurement of the girls jeans?,28
8058,33413,What do you use these for?,tell time
8059,194231,What are the towels for?,dry
8060,49673,What type of flooring is shown in this photo?,laminate
8061,376420,What tennis move is this?,backhand
8062,314068,What is the meat cooked on?,grill
8063,3877,What tv show is on the screen?,cartoon
8064,463620,What is this structure made of?,steel
8065,154912,Based off the toppings where is this from?,germany
8066,372381,How long has toshiba been making laptops like this?,year
8067,182317,What was the first movie was the character in this image first featured?,star war
8068,401721,What can this silver device clean?,dish
8069,563525,What fruit is this beverage made of?,grape
8070,100331,The name of the bus contains the name of a character from which acclaimed book series?,lord of ring
8071,518445,What is the purpose of this room?,cook
8072,152096,What area is this?,beach
8073,13909,What season is it?,winter
8074,145841,What is this space used for?,work
8075,241785,What food do these animals eat?,meat
8076,238140,What icing is on this person's cake?,chocolate
8077,435445,What company is this yellow truck from?,penske
8078,288836,What is another ingredient someone might add to this?,cheese
8079,421804,Why might we suspect that a collision occurred somewhere around this intersection?,bent sign
8080,157371,What style are the chairs?,wingback
8081,388641,The net shown in the picture is made up of which material?,nylon
8082,343284,What are they making?,cake
8083,137617,What sport is being played?,polo
8084,47725,What season is this?,winter
8085,115681,In which state is there a mountain named for these animals?,new york
8086,411109,Who is wearing black?,umpire
8087,185151,What is this plant?,broccoli
8088,462404,What is the clock tower made out of?,brick
8089,233121,Healthy or unhealthy?,unhealthy
8090,116353,Name the material used to make this sofa shown in this picture?,microfiber
8091,325380,What breed of dog is in the picture?,mutt
8092,122453,What is that for?,call
8093,484840,What sets this apart from a city traffic jam?,cow
8094,550652,What sport is this court for?,tennis
8095,357925,The shown fruits are good for which part of our body?,brain
8096,257945,What is this pot made out of?,clay
8097,540840,What is this man destination?,work
8098,329661,Why does the man have this backpack on?,hike
8099,455222,What kind of pizza is this?,pepperoni
8100,398632,What is the colloquial name for the breed of dog in this picture?,basset hound
8101,295578,Who is throwing the ball?,catcher
8102,555658,What airline is this plane?,southwest
8103,50098,What game is played?,frisbee
8104,353507,What kind of party is this?,birthday
8105,569492,What is the boy on the left peeling?,potato
8106,576480,Is it dark out or is it going to rain?,rain
8107,508100,Meek people are sometimes called what that sounds like a variation of this animal's name?,sheep
8108,246736,What breed of cat is this?,calico
8109,536973,Which item on this plate is often regarded as smelling distasteful?,broccoli
8110,371965,These people are wearing straps so they don't destroy what?,television
8111,537540,What material are fire hydrants made from?,metal
8112,292833,What time of day is it?,afternoon
8113,105066,What is the vitamin that can be got in the upper fruit?,vitamin c
8114,507148,What kind of food is this?,salad
8115,349585,What breed of animal is this?,chihuahua
8116,400430,What type of shoes is the woman wearing?,boot
8117,240463,Which material is used to make this hand bag shown here?,yarn
8118,499639,What type of equipment are these people lying on?,surf board
8119,441062,What team is pitching?,red sox
8120,207077,What operating sytem does this laptop use?,window
8121,488857,What season was this picture taken in?,spring
8122,215782,What kind of bike is this?,schwinn
8123,101687,What vehicle might you expect to see here?,train
8124,31561,What would this area usually be called?,office
8125,69302,When would i eat this?,dinner
8126,301714,What vitamins do you get from these vegetables?,c
8127,156682,What kind of motorcycle is this police officer riding?,harley davidson
8128,467063,What sport is being shown?,rodeo
8129,357898,Which sports team does her jersey represent?,georgia
8130,9999,Is this a city or country picture?,city
8131,483118,What is the reflective body called?,water
8132,296385,Why are these dogs on the floor?,sleep
8133,174521,What photography technique was used to make this image?,fade
8134,529630,What is in the cereal dish?,cheerio
8135,268798,What type of fuel does this plane use?,jet
8136,565849,When do people usually wear this outfit?,wed
8137,210258,What kind of body of water is this kayak on?,lake
8138,523318,What building is in the background?,light house
8139,571562,What visual effect was used on this picture?,black and white
8140,202850,What is the family of this animal?,sheep
8141,249348,What are these brushes used for?,brush teeth
8142,278922,What is the life span of this animal?,15 years
8143,185225,What type of meat is puctured on the orange plate?,sausage
8144,86072,What is the red sauce at the end of the knife made of?,tomato
8145,366135,What type of day is this?,sunny
8146,154907,What type of natural occurrence do you need for this to happen?,wind
8147,165609,Where is this tiger going?,zoo
8148,364485,Is this a desktop or laptop computer?,laptop
8149,444078,What is the average life expectancy for the gender of human pictured here?,80
8150,315462,Who makes this type of motorcycles?,harley davidson
8151,577762,What room is this?,computer lab
8152,176945,What is in the mug?,coffee
8153,9446,Where is this photo taken?,miami
8154,523995,Where does the content of this bottle come from?,spring
8155,378312,A group of these type of people are called what?,biker
8156,479332,What kind of rocks are on the beach?,boulder
8157,437607,Is this used for public or commercial transportation?,commercial
8158,260317,What language are the books written in?,english
8159,186738,What time of day is it?,dusk
8160,96881,What brand of purse might she be carrying?,gucci
8161,160967,What device is providing shade here?,umbrella
8162,162775,Name a sport this animal is used in?,polo
8163,280740,What does the bird appear to be doing?,sit
8164,409058,Where is this person surfing?,ocean
8165,220006,Does this look like an urban or rural environment?,rural
8166,78410,What sort of wires are above the vehicle?,electrical
8167,419273,What breed of cat is this?,tabby
8168,428304,Which fruit in the scene has the most potassium?,banana
8169,300993,What is this animal on top of?,cake
8170,532779,What were the symbols in this picture denotes?,park
8171,16890,How many light sources were used to create this effect in the picture?,1
8172,64635,In what country was this sport invented?,france
8173,417571,Is the beach sandy or rocky?,sandy
8174,138547,Is this a commercial or military plane?,commercial
8175,293012,Why is this banana brown?,over ripe
8176,267556,What sport is this?,ski
8177,91868,What type of surface are they playing on?,clay
8178,277069,What is the weather like?,rainy
8179,131084,What sport is this?,motorcross
8180,557334,What do these animals eat?,peanut
8181,466153,What shape is the clock face?,circle
8182,277463,This clock is referencing which european country?,germany
8183,521266,What math concept is often taught with these objects?,fraction
8184,457146,What is the black box in the middle of the screen?,qr code
8185,208379,What is the red piece of furniture called?,couch
8186,284888,Name the place where this horse is running in this picture?,rodeo
8187,528971,What country is in the name of this rolled bread?,france
8188,534117,What language is the sign in?,french
8189,521982,What countries flag is shown?,britain
8190,82048,What winter activity are these people doing?,ski
8191,194850,Who is the number one ranked male player in the world right now?,rafael nadal
8192,487182,When would i eat this?,breakfast
8193,268523,What skyline is this city in?,new york
8194,364748,What language is the paper on the bottom written in?,spanish
8195,534026,What is the metal structure holding up?,power line
8196,203336,Who invented the tie?,croatian mercenary
8197,202264,What is the name of this animal in the movie madagascar?,zebra
8198,170809,What do the objects the women are holding protect them from?,rain
8199,208882,What gender normally uses these products?,female
8200,274022,Is this bus still in operation or is it headed back to the bus depot?,still in operation
8201,416586,What language is the text on the bus written in?,english
8202,102915,What does the large animal like to eat?,grass
8203,306037,Which type of wood is used to make this bench?,pine
8204,489199,What type of dog is that?,pug
